Trait,TraitDef,trait.name,trait,error/CI,TraitUnit,T,AmbientTempUnit,Location,Latitude,Longitude,Consumer,ConCommon,ConStage,Resource,ResCommon,ResStage,Virus,Citation,FigureTable,Notes
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.034,,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.039,,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.064,,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.092,,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.135,,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Mortality rate,Rate of mortality for adults at temperature x (1/longevity),mu,0.213,,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,Adult,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,6.1,1.69,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,21.4,2.5,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,24.6,2,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,28.3,2.5,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,14.6,1.4,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_total,Mean number of nymphs per female per lifespan at temperature x,nfl,4,0.35,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,0.4,0.14,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,1.2,0.1,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,2.2,0.12,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,3.1,0.13,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,2.7,0.2,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Fecundity_daily,Mean number of nymphs per female per day at temperature x,nfd,1.7,0.21,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 1,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,2.6,,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,13.8,,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,18.5,,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,24.4,,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,10.2,,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,2,,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.033,,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.142,,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.255,,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.386,,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.36,,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.092,,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri,1.03,,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri ,1.15,,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri,1.29,,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri,1.47,,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri,1.43,,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Finite rate of increase,Rate of increase per individual per unit of time-Lambda,fri,1.1,,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,20.8,,,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,18.5,,,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,11.4,,,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,8.3,,,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,6.4,,,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Doubling time ,Time for a population to double in size,dt,7.6,,,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,28.9,,Days,10,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,18.5,,Days,15,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,11.4,,Days,20,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,8.3,,Days,25,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,6.4,,Days,30,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
Generation time,Mean Generation Time at temperature x,gt,7.6,,Days,35,Celsius,"Anyang, Henan, China",36.07 N,114.22 E,Aphis gossypii,Cotton Aphid,,Gossypium hirsutum,Cotton,,,"Xia, J.Y., W. Werf, and R. Rabbinge. 1999. ""Influence Of Temperature On Bionomics Of Cotton Aphid,Aphis Gossypii, On Cotton"". Entomologia Experimentalis Et Applicata 90 (1): 25-35. doi:10.1046/j.1570-7458.1999.00420.x.",Table 3,
